Hugo_Symbol,Frame_Shift_Del,Frame_Shift_Ins,In_Frame_Del,In_Frame_Ins,Missense_Mutation,Nonsense_Mutation,Nonstop_Mutation,Silent,Splice_Site,Translation_Start_Site,DEL,INS,SNP,pnum,gene length,silent,nonsense,splice site,missense,recurrent missense,normalized missense position entropy,frameshift indel,inframe indel,normalized mutation entropy,Mean Missense MGAEntropy,Mean VEST Score,lost start and stop,missense to silent,non-silent to silent,inactivating p-value,entropy p-value,vest p-value,combined p-value,expression_CCLE,replication_time,HiC_compartment,gene_betweeness,gene_degree,all_mean,all_var,up_mean,up_var,down_mean,down_var,dnam_mean,dnam_var,AAA_ref,AAC_ref,AAG_ref,AAT_ref,ACA_ref,ACC_ref,ACG_ref,ACT_ref,AGA_ref,AGC_ref,AGG_ref,ATA_ref,ATC_ref,ATG_ref,CAA_ref,CAC_ref,CAG_ref,CCA_ref,CCC_ref,CCG_ref,CGA_ref,CGC_ref,CTA_ref,CTC_ref,GAA_ref,GAC_ref,GCA_ref,GCC_ref,GGA_ref,GTA_ref,TAA_ref,TCA_ref,cadd_mean,cadd_var,exp_mean,exp_var,class
NTRK1,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,2391.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.554412774,0.733666667,0.0,6.0,6.0,0.414593698,0.817744522,0.534473544,0.798810243,20.52208149,208.0,0.04542559,0.055172583,1945.0,24.476667,10.595749,26.75182,10.9720506,-0.55,5.5946514,1.650471815,0.011249158,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,19.4484,99.80594893333333,1.845978406310884,5.512571074593296,1.0
CCNE1,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1233.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.712535967,0.5055,0.0,2.0,2.0,0.651465798,1.0,0.152068127,0.43847729,17.35404444,609.0,-0.03267048,0.000208404,70.0,105.285,176.37926,140.52666,190.0504,-0.44,5.5946514,0.400884645,0.03382311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.1385,290.9595645,7.00525946205588,14.769095570587554,1.0
BRCA1,6.0,2.0,0.0,0.0,1.0,7.0,0.0,0.0,1.0,1.0,6.0,3.0,9.0,18.0,5655.0,0.0,0.352941176,0.058823529,0.058823529,0.0,1.0,0.470588235,0.0,0.147333452,0.901156062,1.050588235,0.058823529,1.0,17.0,0.00735,1.0,0.543478261,0.874872593,20.48367901,201.0,0.02652095,0.011628643,560.0,-16.161667,7.160372,4.413333,0.4956158,-30.858096,6.740899,2.755398792,0.154370289,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,33.766666666666666,35.690000000000005,5.444418837608818,10.364101435775936,1.0
BRAF,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2301.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.265815597,0.733,0.0,2.0,2.0,1.0,0.0,0.0,2.4e-09,18.21935147,616.0,0.02459647,4.78e-05,42.0,3.3366665,0.32741032,5.085,0.4714205,-0.16,5.5946514,0.327106622,0.00165586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.45,0.6050000000000015,5.065578278698007,8.273109966474136,1.0
PIK3R1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2175.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.257318631,0.927,0.0,1.0,1.0,0.00049,0.0,0.00018,3.8e-08,15.58046469,619.0,0.03218191,0.001518353,136.0,-26.81,14.504498,0.12,5.8430567,-53.74,5.5946514,1.776169165,0.03382311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,17.899,67.51612300000001,7.024758348652381,13.418332668511075,1.0
NTRK2,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2517.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.709511977,0.56,0.0,4.0,4.0,0.50530571,1.0,0.103680664,0.33866663,14.08875677,692.0,0.001115233,4.82e-05,24.0,-15.2625,25.576052,12.813333,4.6497602,-32.108,32.97418,0.154614534,0.00542444,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.360000000000003,50.38176666666666,4.95912658906774,11.37839428498343,1.0
RET,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,9.0,3345.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.939794001,0.9244983,0.3019,0.0,10.0,10.0,0.708717222,1.0,0.176366843,0.48239667,18.79254916,563.0,-0.01916108,0.000140308,30.0,0.000500057,2.4983192,11.805,0.49183345,-7.869167,2.3132484,0.091833102,0.001222126,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,16.779583333333335,95.3323751742424,5.46046521520444,14.409848842070712,1.0
IGF1R,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,4104.0,0.0,0.0,0.0,0.5,0.0,1.0,0.5,0.0,1.0,1.571903562,0.5585,0.0,1.0,2.0,0.758725341,1.0,0.657894737,0.933362062,17.63144708,470.0,-0.02748381,0.000631167,52.0,-15.74,4.438677,0.6,5.8430567,-21.186668,4.8780445,0.077306836,0.000737575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,14.533333333333331,50.06493333333333,7.711665244797529,14.731781431578607,1.0
NTRK3,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,4.0,2520.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.385015834,0.697,0.0,3.0,3.0,0.733675715,0.967819791,0.804505229,0.973454782,16.92600289,730.0,-0.05718258,1.33e-05,11.0,2.4075,0.52044764,4.5966666,0.45125466,-4.16,0.23667198,0.132115787,0.01619577,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18.7854,91.47196580000002,4.008086099506716,10.04784422049375,1.0
BRCA2,4.0,2.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,4.0,2.0,10.0,15.0,10257.0,0.0,0.1875,0.0,0.4375,0.0,1.0,0.375,0.0,0.554229297,1.606753042,0.79975,0.0,7.0,16.0,0.00017,1.0,0.683060109,0.943423781,17.75564393,462.0,0.04401204,0.000313968,67.0,-13.995312,7.688599,5.340769,0.5346181,-27.225265,8.337235,0.810384348,0.038910049,0.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,18.2198,177.78846951111112,4.819278892226176,8.725555172052275,1.0
AKT1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1443.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.4e-09,19.44105606,247.0,0.03599851,0.002771845,253.0,1.7309705,1.8659398,5.437059,1.847982,-5.0194047,1.2069527,0.018868391,0.979617091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.757,83.04384601107338,8.431443292368954,15.889035992238949,1.0
