ARID1A	0.6028910279273987
ASH1L	0.5408647060394287
ATP1A1	0.7959827184677124
CAMTA1	0.5338003039360046
CDC73	0.6114230155944824
CEP170	0.5815545320510864
CEP350	0.6443771719932556
DPYD	0.5198920965194702
ELF3	0.589652419090271
EPHA2	0.7455206513404846
FUBP1	0.7874293923377991
HAX1	0.6943648457527161
HDAC1	0.7017689943313599
IFI44L	0.572412371635437
JAK1	0.6454395651817322
JUN	0.5368739366531372
MOV10	0.6461353302001953
MTOR	0.5637380480766296
NFASC	0.5558326244354248
NOTCH2	0.7793848514556885
NRAS	0.8457973599433899
NTRK1	0.9094147682189941
PTPRU	0.6688845157623291
RPL22	0.8281653523445129
RPL5	0.5528016686439514
SPEN	0.5937748551368713
TARDBP	0.538465678691864
TCHH	0.5130800008773804
USP48	0.6248552799224854
ZCCHC11	0.6073017716407776
ZMYM4	0.5870065689086914
ARHGAP35	0.7030444145202637
ATP1A3	0.5703374147415161
CEBPA	0.813948929309845
CIC	0.845893144607544
COL5A3	0.5281330347061157
DAZAP1	0.5575005412101746
EEF2	0.5094189643859863
ELAVL1	0.8630258440971375
KEAP1	0.7913618087768555
MAP2K7	0.5599957704544067
KMT2B	0.7905987501144409
NOTCH3	0.5969568490982056
PPP2R1A	0.7456690073013306
SMARCA4	0.7732388973236084
STK11	0.8061809539794922
ZNF66	0.5274216532707214
AHNAK	0.683464527130127
ATM	0.774844229221344
C1QTNF5	0.6127933859825134
CUL5	0.5967133045196533
EED	0.5055213570594788
HRAS	0.8126153349876404
HSPA8	0.5731268525123596
INPPL1	0.6432170867919922
KMT2A	0.7127580642700195
MUC6	0.7586376667022705
NUMA1	0.768614649772644
NXF1	0.7544607520103455
PPFIA1	0.7446306347846985
PPP1CA	0.555168092250824
PVRL1	0.588138997554779
RNASEH2C	0.5296139121055603
RRAS2	0.6434829235076904
USP28	0.5330723524093628
ACVR2A	0.7433458566665649
ALMS1	0.5336942076683044
ANKRD36C	0.588463544845581
BIN1	0.5237364768981934
BIRC6	0.6209986805915833
CASP8	0.6838106513023376
CCDC88A	0.5938094854354858
CLK1	0.5452331900596619
COL5A2	0.5195039510726929
COL6A3	0.5920127630233765
CUL3	0.7605553269386292
DNMT3A	0.762932538986206
FBXO11	0.635751485824585
FN1	0.8094310164451599
GIGYF2	0.6538957953453064
HDLBP	0.6312634944915771
IDH1	0.8373046517372131
MSH2	0.5680739879608154
NCL	0.6030613780021667
NFE2L2	0.7290506958961487
OBSL1	0.6135634779930115
PCBP1	0.5453338027000427
PTMA	0.9142122864723206
PXDN	0.6018250584602356
RQCD1	0.615708589553833
SF3B1	0.6719098687171936
SOS1	0.5238522291183472
TMEM131	0.6631158590316772
TRIP12	0.7081519961357117
USP34	0.5092331171035767
USP40	0.5609094500541687
XPO1	0.5627890825271606
ZFP36L2	0.7863202095031738
BRCA1	0.712821364402771
CDK12	0.6929437518119812
CHD3	0.6499751806259155
DDX5	0.5444796681404114
DNAH17	0.507339358329773
ERBB2	0.859876275062561
FASN	0.6937697529792786
GPS2	0.6970374584197998
ITGB4	0.5574045181274414
KANSL1	0.6616876721382141
KIAA0100	0.5857705473899841
KRT15	0.6386260986328125
MAP2K4	0.5089594721794128
MED13	0.7049354910850525
MYH10	0.6673547625541687
NCOR1	0.6520333290100098
NF1	0.5990391373634338
PER1	0.6126313209533691
POLR2A	0.6604321002960205
PSMD3	0.5260732173919678
RNF43	0.7470197677612305
SOX9	0.6890231966972351
SPECC1	0.5926701426506042
SPOP	0.5981859564781189
STAT3	0.6294885873794556
TOP2A	0.6673413515090942
TP53	0.9492264986038208
ADAMTS9	0.5147058963775635
BAP1	0.8557725548744202
CACNA1D	0.6909817457199097
CELSR3	0.546551525592804
COL7A1	0.5752097964286804
CTNNB1	0.8358599543571472
FBLN2	0.65541672706604
FLNB	0.6811999082565308
FOXP1	0.7126803994178772
IFT122	0.5989229679107666
LAMB2	0.5278580784797668
MAP4	0.5482045412063599
MBNL1	0.5467416048049927
MUC4	0.5721726417541504
MYD88	0.5947795510292053
NKTR	0.5782265067100525
NPHP3	0.5407834053039551
PBRM1	0.8149979114532471
PIK3CA	0.8368436694145203
PLXNA1	0.6135671734809875
RHOA	0.7134488821029663
ROBO1	0.6302719116210938
SETD2	0.6741426587104797
SETD5	0.5914655327796936
STAB1	0.5725350379943848
TGFBR2	0.5433291792869568
TNIK	0.6184077262878418
U2SURP	0.5603285431861877
VHL	0.83195960521698
AHI1	0.5818195939064026
AIM1	0.5707704424858093
ARID1B	0.808833658695221
ATG5	0.5436089634895325
BCLAF1	0.6373953819274902
C6orf62	0.5405568480491638
CDKN1A	0.8496060967445374
COL12A1	0.505870521068573
DOPEY1	0.5904262065887451
EEF1A1	0.575180172920227
ESR1	0.7855663895606995
HLA-A	0.671240508556366
HLA-B	0.5901525020599365
HSP90AB1	0.6248112916946411
IGF2R	0.5186141729354858
LAMA4	0.6562414765357971
MED23	0.6257673501968384
MLLT4	0.5785375833511353
PTPRK	0.6998487114906311
QKI	0.6200466752052307
REPS1	0.5710594654083252
SGK1	0.5471262335777283
SHPRH	0.6203809976577759
SOX4	0.7137615084648132
TTK	0.5113206505775452
ZNF292	0.6240679621696472
ACVR1B	0.6813937425613403
ARID2	0.765449583530426
ATP5B	0.5090011358261108
BAZ2A	0.5544264316558838
CAND1	0.5737192034721375
CDK4	0.6789757013320923
CDKN1B	0.7853764891624451
CHD4	0.7010193467140198
CLIP1	0.7919104099273682
DCN	0.5618832111358643
ERBB3	0.760382354259491
HNRNPA1	0.7000257968902588
KRAS	0.8229647278785706
LARP4	0.5055502653121948
LRP1	0.5825830101966858
LRRK2	0.6712794303894043
MBD6	0.5785231590270996
KMT2D	0.7925687432289124
PLXNC1	0.557529628276825
POLE	0.6644124388694763
PTPN11	0.6025968790054321
PTPRB	0.6976107358932495
SMARCC2	0.6175180673599243
TBX3	0.6020941138267517
UBC	0.8842779994010925
UHRF1BP1L	0.5287008285522461
VWF	0.6963357925415039
ACTB	0.6445071697235107
BRAF	0.8641068935394287
CFTR	0.6471580862998962
CUL1	0.723355770111084
CUX1	0.5492073893547058
EGFR	0.9228765368461609
EZH2	0.7126728296279907
FAM3C	0.506144106388092
MET	0.6032763123512268
KMT2C	0.7431738972663879
NUP205	0.5617326498031616
RAC1	0.7198881506919861
TRRAP	0.6450951099395752
ZDHHC4	0.5534538626670837
ZNRF2	0.5792048573493958
AFF4	0.5169309973716736
APC	0.6757766008377075
C6	0.52723228931427
CTNNA1	0.5409882664680481
EBF1	0.5187355875968933
ERBB2IP	0.5169481635093689
FAT2	0.7676056027412415
HNRNPAB	0.5282403230667114
KCNIP1	0.6043840050697327
KCNMB1	0.53251713514328
KDM3B	0.5579050183296204
LARP1	0.5452778339385986
MAP3K1	0.7625221014022827
MYO10	0.5254929661750793
NIPBL	0.6369650363922119
NPM1	0.8249613642692566
NSD1	0.6950032114982605
PIK3R1	0.8539382815361023
RAD50	0.5452284812927246
RASA1	0.7800103425979614
RASGRF2	0.5200896859169006
SLC12A2	0.5092000961303711
TRIO	0.5063995122909546
AKT1	0.7306714057922363
