Hugo_Symbol	Frame_Shift_Del	Frame_Shift_Ins	In_Frame_Del	In_Frame_Ins	Missense_Mutation	Nonsense_Mutation	Nonstop_Mutation	Silent	Splice_Site	Translation_Start_Site	DEL	INS	SNP	pnum	gene length	silent	nonsense	splice site	missense	recurrent missense	normalized missense position entropy	frameshift indel	inframe indel	normalized mutation entropy	Mean Missense MGAEntropy	Mean VEST Score	lost start and stop	missense to silent	non-silent to silent	inactivating p-value	entropy p-value	vest p-value	combined p-value	expression_CCLE	replication_time	HiC_compartment	gene_betweeness	gene_degree	all_mean	all_var	up_mean	up_var	down_mean	down_var	dnam_mean	dnam_var	AAA_ref	AAC_ref	AAG_ref	AAT_ref	ACA_ref	ACC_ref	ACG_ref	ACT_ref	AGA_ref	AGC_ref	AGG_ref	ATA_ref	ATC_ref	ATG_ref	CAA_ref	CAC_ref	CAG_ref	CCA_ref	CCC_ref	CCG_ref	CGA_ref	CGC_ref	CTA_ref	CTC_ref	GAA_ref	GAC_ref	GCA_ref	GCC_ref	GGA_ref	GTA_ref	TAA_ref	TCA_ref	CADD_mean	CADD_var	exp_mean	exp_var	class
AKT3	3.0	0.0	0.0	0.0	116.0	11.0	0.0	0	5.0	0.0	4.0	0.0	131.0	115.0	1440.0	0.268292683	0.073170732	0.024390244	0.634146341	0.0	1.0	0.0	0.0	0.945370026	0.326480976	0.561097561	0.0	2.166666667	2.5	0.558347292	1.0	0.667111408	0.937156917	17.67265876	954.0	-0.003878738	1.18e-05	12.0	7.1159996	3.064089	10.66967	3.8051363	-1.7438356	0.12864354	0.138502337	52.7828753	5.2	2.0	3.6	5.2	3.2	2.0	2.2	2.6	17.4	4.2	7.2	1.8	0.0	1.4	0.8	0.8	2.8	3.0	0.4	2.0	6.0	2.4	0.4	1.6	1.4	1.6	2.8	5.0	5.2	1.8	1.6	12.2	16.60603002	34.86341111	6.666855629713309	13.402850208338862	1
CSF3R	8.0	0.0	0.0	1.0	157.0	5.0	1.0	0	1.0	0.0	8.0	1.0	164.0	154.0	2592.0	0.24	0.02	0.0	0.72	0.0	1.0	0.0	0.0	0.985825294	1.085199313	0.30488	0.02	2.769230769	2.923076923	0.797448166	1.0	0.00796	0.046433277	19.1482576	347.0	0.03074992	7.58e-06	13.0	-0.4992307	1.3798043	3.471036	0.73767863	-8.0974996	1.7391484	0.143272082	56.47952699	0.0	0.8	1.0	0.4	1.8	3.6	2.6	1.0	10.8	7.0	6.4	0.0	0.6	0.6	0.4	3.4	1.6	8.6	11.0	6.8	2.0	15.0	0.0	1.6	0.6	1.8	3.6	9.8	10.8	0.2	0.0	7.8	11.715	0.39605	5.779976465745633	12.773158111491632	1
MCL1	1.0	0.0	1.0	1.0	31.0	0.0	0.0	0	0.0	0.0	2.0	1.0	31.0	34.0	1053.0	0.333333333	0.0	0.0	0.611111111	0.0	1.0	0.055555556	0.0	0.97335417	0.557173183	0.367611111	0.0	1.571428571	1.714285714	1.0	1.0	0.104777871	0.341147599	20.49291817	152.0	0.03127347	0.00029983	59.0	7.926479	3.2173153	10.368772	3.68985	-2.0171428	0.10291883	0.013988616	0.53848923	0.6	1.0	0.2	0.0	0.2	0.8	0.6	0.6	0.4	0.8	0.6	0.0	0.0	0.2	1.2	0.2	1.4	0.8	0.6	1.2	3.2	0.2	1.0	0.2	0.2	0.0	0.4	0.6	2.6	0.2	0.2	2.6	16.60603002	34.86341111	9.0778319602224	16.938517177692418	1
MTOR	6.0	6.0	2.0	0.0	424.0	29.0	0.0	0	6.0	0.0	8.0	6.0	459.0	372.0	7650.0	0.157068063	0.020942408	0.0	0.821989529	0.09947644	0.962349522	0.0	0.0	0.950338662	0.308244285	0.679141361	0.0	5.064516129	5.193548387	1.0	0.0	0.0	2.4e-09	19.13862929	416.0	0.03177134	0.001128728	128.0	-1.4290512	1.9289002	3.4341186	0.7228329	-9.063561	2.87269	0.054151754	17.69473854	10.0	7.2	8.0	6.0	14.0	15.6	25.2	10.4	43.6	13.4	29.6	4.2	8.4	8.8	3.8	7.0	9.2	28.4	17.6	40.0	47.6	40.8	0.8	7.2	1.6	3.6	17.2	24.0	29.6	10.4	4.6	39.8	29.62	40.4895	7.386065078707409	13.370570707629955	1
NRAS	2.0	2.0	0.0	0.0	287.0	5.0	0.0	0	5.0	1.0	2.0	2.0	298.0	294.0	570.0	0.005235602	0.010471204	0.0	0.984293194	0.937172775	0.179240585	0.0	0.0	0.193185285	0.263128327	0.886465969	0.0	94.0	95.0	1.0	0.0	0.0	2.4e-09	19.19616553	472.0	0.01059793	3.59e-05	18.0	3.6930118	4.572427	8.59919	4.352712	-9.636981	2.75445	0.02327773	1.490944691	1.0	0.2	3.6	1.0	28.4	8.0	1.6	1.2	2.6	1.4	5.6	0.4	0.8	0.4	57.8	0.4	0.2	4.0	0.4	0.2	2.4	1.6	0.0	0.4	0.4	1.2	0.0	0.8	1.2	0.0	0.0	2.6	24.82	2.187	7.352706889850888	14.55857347004318	1
NTRK1	3.0	0.0	1.0	0.0	179.0	6.0	0.0	0	10.0	0.0	4.0	0.0	195.0	177.0	2391.0	0.254716981	0.028301887	0.028301887	0.669811321	0.028301887	0.989110081	0.018867925	0.0	0.948461902	0.873431075	0.397254717	0.0	2.535714286	2.821428571	0.414593698	0.817744522	0.534473544	0.798810243	20.52208149	208.0	0.04542559	0.055172583	1945.0	7.689098	3.338421	10.83255	3.587389	-3.3495348	0.9121325	0.154175854	65.40058209	2.0	9.6	3.6	2.8	4.8	14.2	31.8	4.0	33.8	24.0	41.8	0.8	2.4	3.2	3.8	6.4	11.8	35.2	31.2	49.8	51.6	51.0	2.6	3.6	1.6	3.6	10.2	31.0	31.6	5.2	0.8	25.2	19.526	140.3546153	4.267684971525024	12.89626962511662	1
RAD54L	3.0	2.0	2.0	0.0	97.0	6.0	1.0	0	5.0	0.0	5.0	2.0	109.0	104.0	2244.0	0.290322581	0.0	0.032258065	0.580645161	0.0	1.0	0.064516129	0.0	0.92186487	0.581378208	0.473967742	0.032258065	1.8	2.2	0.55157198	1.0	0.53561864	0.870022959	19.39722255	205.0	0.03108991	3.05e-07	2.0	1.3842609	1.7809644	4.64649	2.0341733	-4.8511393	0.7170493	0.00928446	0.23734977	2.0	0.0	1.4	1.2	1.0	1.0	1.4	1.2	9.2	4.2	6.0	0.0	0.0	3.0	1.2	1.8	1.0	2.6	3.2	4.0	8.6	8.2	0.6	1.0	0.2	2.2	2.4	2.0	5.2	0.6	0.0	9.0	16.60603002	34.86341111	5.407672610447988	11.028212047743754	1
AKT2	5.0	0.0	0.0	0.0	84.0	3.0	0.0	0	1.0	0.0	5.0	0.0	88.0	85.0	1446.0	0.1875	0.03125	0.0	0.71875	0.0	1.0	0.03125	0.03125	0.9625	0.411863798	0.5606875	0.0	3.285714286	3.714285714	0.806451613	1.0	0.036757949	0.158184186	19.93996653	400.0	0.02966292	0.000258529	48.0	0.72830603	0.8856372	4.3844555	0.857477	-3.775	0.55935513	0.013789812	0.523172995	0.6	0.6	1.8	0.0	1.2	3.2	4.2	2.0	5.2	2.2	3.8	0.0	0.6	0.0	0.0	2.2	1.0	3.0	3.2	8.0	8.4	12.4	0.0	1.4	0.6	4.2	3.0	3.8	8.4	1.2	0.2	4.8	16.60603002	34.86341111	7.964294154156551	14.982417028249758	1
CALR	1.0	0.0	0.0	0.0	53.0	4.0	0.0	0	3.0	0.0	1.0	1.0	59.0	53.0	1254.0	0.36	0.04	0.04	0.44	0.0	1.0	0.04	0.08	0.941816566	0.798231877	0.40296	0.0	1.1	1.6	0.4995005	1.0	0.938086304	0.998042519	20.84751696	335.0	0.03995114	0.000726751	110.0	0.95346775	1.5354582	5.278281	2.0409705	-3.6596667	0.60239057	0.007291322	0.146293317	1.4	0.6	1.0	0.0	0.8	1.2	4.2	0.6	5.8	0.4	1.0	0.4	0.6	0.0	0.4	0.0	2.8	3.0	2.2	2.2	3.6	3.2	0.6	1.4	0.4	0.0	1.4	3.8	2.2	0.6	0.0	7.4	12.77	0.0	10.103054931950222	18.941994748003413	1
CCNE1	1.0	0.0	1.0	0.0	71.0	4.0	0.0	0	4.0	0.0	2.0	0.0	79.0	73.0	1233.0	0.125	0.041666667	0.041666667	0.791666667	0.0	1.0	0.0	0.0	0.945473927	1.076665965	0.446083333	0.0	4.75	5.25	0.651465798	1.0	0.152068127	0.43847729	17.35404444	609.0	-0.03267048	0.000208404	70.0	5.21125	9.1940135	12.506627	16.45652	-2.6525974	0.27134004	0.054151754	17.69473854	2.0	0.4	1.4	1.0	1.6	1.4	1.4	0.6	6.0	0.6	1.4	0.4	0.6	1.4	0.6	1.6	1.0	2.4	3.0	1.4	3.8	5.6	0.8	0.0	0.0	0.8	0.6	2.4	2.6	0.8	0.0	4.0	11.99	0.0	5.596861945656415	12.967677011729352	1
