Hugo_Symbol,Frame_Shift_Del,Frame_Shift_Ins,In_Frame_Del,In_Frame_Ins,Missense_Mutation,Nonsense_Mutation,Nonstop_Mutation,Silent,Splice_Site,Translation_Start_Site,DEL,INS,SNP,pnum,gene length,silent,nonsense,splice site,missense,recurrent missense,normalized missense position entropy,frameshift indel,inframe indel,normalized mutation entropy,Mean Missense MGAEntropy,Mean VEST Score,lost start and stop,missense to silent,non-silent to silent,inactivating p-value,entropy p-value,vest p-value,combined p-value,expression_CCLE,replication_time,HiC_compartment,gene_betweeness,gene_degree,all_mean,all_var,up_mean,up_var,down_mean,down_var,dnam_mean,dnam_var,AAA_ref,AAC_ref,AAG_ref,AAT_ref,ACA_ref,ACC_ref,ACG_ref,ACT_ref,AGA_ref,AGC_ref,AGG_ref,ATA_ref,ATC_ref,ATG_ref,CAA_ref,CAC_ref,CAG_ref,CCA_ref,CCC_ref,CCG_ref,CGA_ref,CGC_ref,CTA_ref,CTC_ref,GAA_ref,GAC_ref,GCA_ref,GCC_ref,GGA_ref,GTA_ref,TAA_ref,TCA_ref,cadd_mean,cadd_var,exp_mean,exp_var,class
NRAS,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,570.0,0.0,0.0,0.0,1.0,0.736842105,0.513038463,0.0,0.0,0.488258577,0.288892586,0.880473684,0.0,19.0,19.0,1.0,0.0,0.0,2.4e-09,19.19616553,472.0,0.01059793,3.59e-05,18.0,-2.9191667,3.3701025,3.2031998,0.35070188,-16.833636,7.886853,0.089087542,0.001641861,0.0,0.0,0.0,0.0,6.0,6.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.33333333333333,10.402333333333338,7.590942470206424,13.417677223338352,1.0
NTRK1,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,10.0,2391.0,0.0,0.090909091,0.0,0.909090909,0.0,1.0,0.0,0.0,0.947442759,0.978526015,0.539181818,0.0,10.0,11.0,0.414593698,0.817744522,0.534473544,0.798810243,20.52208149,208.0,0.04542559,0.055172583,1945.0,3.002,0.8722361,5.776154,1.1280053,-2.15,0.029655665,1.443968467,0.011310703,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,17.509933333333333,205.0105717809524,1.708891725313449,4.5190254045696046,1.0
ERBB2,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,15.0,3768.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.971217583,0.569055219,0.501588235,0.0,17.0,17.0,0.992063492,0.0,0.0,2.4e-09,20.29332795,226.0,0.03763767,0.000661984,122.0,19.56206,39.523986,31.729093,57.644415,-2.7441667,0.13478172,0.566470018,0.025984578,0.0,1.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,20.591615384615388,44.37249504615384,8.81262071028022,19.308222614938824,1.0
KRAS,0.0,0.0,0.0,0.0,177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.0,174.0,570.0,0.0,0.0,0.0,1.0,0.966101695,0.234164061,0.0,0.0,0.234164061,0.257207279,0.948389831,0.0,177.0,177.0,1.0,0.0,0.0,2.4e-09,17.98367001,512.0,0.0163318,0.000268849,37.0,3.8368825,1.8820921,6.877539,1.9059079,-5.429881,0.6773587,0.231830664,0.001368773,1.0,0.0,3.0,5.0,1.0,98.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,24.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,32.0,0.0,1.0,0.0,5.0,26.12943877551023,7.584333529565676,7.246575490582707,13.033853843918168,1.0
BRAF,2.0,0.0,0.0,0.0,56.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,59.0,58.0,2301.0,0.0,0.032786885,0.016393443,0.918032787,0.786885246,0.175681394,0.032786885,0.0,0.221372793,0.252966128,0.942819672,0.0,56.0,61.0,1.0,0.0,0.0,2.4e-09,18.21935147,616.0,0.02459647,4.78e-05,42.0,1.5343802,0.9958827,4.0296298,0.9940759,-3.5184998,0.63394695,0.338398796,0.008191781,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,52.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,3.0,30.0475,12.74687619047619,4.632594034678487,7.320900595884853,1.0
NTRK2,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,18.0,2517.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.946708341,0.557837347,0.634222222,0.0,18.0,18.0,0.50530571,1.0,0.103680664,0.33866663,14.08875677,692.0,0.001115233,4.82e-05,24.0,1.224,0.18476484,2.1656523,0.2544979,-0.58083334,0.00801972,0.368560264,0.108009142,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,6.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,18.24723333333333,124.19986604712642,5.468648064782076,12.637098352740916,1.0
RET,0.0,0.0,0.0,0.0,21.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,24.0,24.0,3345.0,0.0,0.083333333,0.041666667,0.875,0.0,1.0,0.0,0.0,0.938613752,0.787922061,0.56425,0.0,21.0,24.0,0.708717222,1.0,0.176366843,0.48239667,18.79254916,563.0,-0.01916108,0.000140308,30.0,-1.2447727,0.17825784,0.9509091,0.0792139,-3.4404546,0.18477843,0.295727401,0.22766608,1.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,18.32374285714286,115.4812838436975,4.297670718590108,10.22739137599449,1.0
NTRK3,0.0,0.0,0.0,0.0,17.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,22.0,20.0,2520.0,0.0,0.136363636,0.090909091,0.772727273,0.0,1.0,0.0,0.0,0.861278281,0.635063344,0.637363636,0.0,17.0,22.0,0.733675715,0.967819791,0.804505229,0.973454782,16.92600289,730.0,-0.05718258,1.33e-05,11.0,-2.7592106,0.9067027,0.4953333,0.001137267,-4.8817392,1.4048677,1.002483839,0.030491592,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,3.0,6.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,21.639548387096774,122.62563232258066,1.9301336763320045,5.1467872113453055,1.0
CYP4X1,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1530.0,0.0,0.333333333,0.0,0.666666667,0.0,1.0,0.0,0.0,1.0,0.658907456,0.680666667,0.0,2.0,3.0,0.525486075,1.0,0.297885016,0.658637986,18.56900002,479.0,0.003634433,0.0,1.0,0.5683333,0.14523336,2.0575,0.14557492,-2.4099998,0.023327998,0.191617245,0.00273767,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,15.563166666666666,208.0895281666667,5.389991446271898,11.726031588396372,0.0
LGSN,1.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,9.0,1530.0,0.0,0.222222222,0.0,0.666666667,0.0,1.0,0.111111111,0.0,0.833333333,0.765647597,0.749222222,0.0,6.0,9.0,0.146778218,1.0,0.508388409,0.852318017,17.96253739,359.0,-0.009287915,0.0,1.0,3.236875,0.978906,5.319091,1.3048433,-1.344,0.0272543,0.494815802,0.037145101,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.69892307692308,167.14026107692305,1.944970507054364,6.831833234220456,0.0
